date,amount,description
4809-09-05,-200,Grocery shopping
4809-11-03,-1000,Electricity bill
4809-12-07,2500,Client payment
4809-12-01,5000,Salary payment
4810-01-02,-3000,Rent payment
4810-02-05,-200,Grocery shopping
4810-04-03,-1000,Electricity bill
4810-05-07,2500,Client payment
4810-05-01,5000,Salary payment
4810-06-02,-3000,Rent payment
4810-07-05,-200,Grocery shopping
4810-09-03,-1000,Electricity bill
4810-10-07,2500,Client payment
4810-10-01,5000,Salary payment
4810-11-02,-3000,Rent payment
4810-12-05,-200,Grocery shopping
4811-02-03,-1000,Electricity bill
4811-03-07,2500,Client payment
4811-03-01,5000,Salary payment
4811-04-02,-3000,Rent payment
4811-05-05,-200,Grocery shopping
4811-07-03,-1000,Electricity bill
4811-08-07,2500,Client payment
4811-08-01,5000,Salary payment
4811-09-02,-3000,Rent payment
4811-10-05,-200,Grocery shopping
4811-12-03,-1000,Electricity bill
4812-01-07,2500,Client payment
4812-01-01,5000,Salary payment
4812-02-02,-3000,Rent payment
4812-03-05,-200,Grocery shopping
4812-05-03,-1000,Electricity bill
4812-06-07,2500,Client payment
4812-06-01,5000,Salary payment
4812-07-02,-3000,Rent payment
4812-08-05,-200,Grocery shopping
4812-10-03,-1000,Electricity bill
4812-11-07,2500,Client payment
4812-11-01,5000,Salary payment
4812-12-02,-3000,Rent payment
4813-01-05,-200,Grocery shopping
4813-03-03,-1000,Electricity bill
4813-04-07,2500,Client payment
4813-04-01,5000,Salary payment
4813-05-02,-3000,Rent payment
4813-06-05,-200,Grocery shopping
4813-08-03,-1000,Electricity bill
4813-09-07,2500,Client payment
4813-09-01,5000,Salary payment
4813-10-02,-3000,Rent payment
4813-11-05,-200,Grocery shopping
4814-01-03,-1000,Electricity bill
4814-02-07,2500,Client payment
4814-02-01,5000,Salary payment
4814-03-02,-3000,Rent payment
4814-04-05,-200,Grocery shopping
4814-06-03,-1000,Electricity bill
4814-07-07,2500,Client payment
4814-07-01,5000,Salary payment
4814-08-02,-3000,Rent payment
4814-09-05,-200,Grocery shopping
4814-11-03,-1000,Electricity bill
4814-12-07,2500,Client payment
4814-12-01,5000,Salary payment
4815-01-02,-3000,Rent payment
4815-02-05,-200,Grocery shopping
4815-04-03,-1000,Electricity bill
4815-05-07,2500,Client payment
4815-05-01,5000,Salary payment
4815-06-02,-3000,Rent payment
4815-07-05,-200,Grocery shopping
4815-09-03,-1000,Electricity bill
4815-10-07,2500,Client payment
4815-10-01,5000,Salary payment
4815-11-02,-3000,Rent payment
4815-12-05,-200,Grocery shopping
4816-02-03,-1000,Electricity bill
4816-03-07,2500,Client payment
4816-03-01,5000,Salary payment
4816-04-02,-3000,Rent payment
4816-05-05,-200,Grocery shopping
4816-07-03,-1000,Electricity bill
4816-08-07,2500,Client payment
4816-08-01,5000,Salary payment
4816-09-02,-3000,Rent payment
4816-10-05,-200,Grocery shopping
4816-12-03,-1000,Electricity bill
4817-01-07,2500,Client payment
4817-01-01,5000,Salary payment
4817-02-02,-3000,Rent payment
4817-03-05,-200,Grocery shopping
4817-05-03,-1000,Electricity bill
4817-06-07,2500,Client payment
4817-06-01,5000,Salary payment
4817-07-02,-3000,Rent payment
4817-08-05,-200,Grocery shopping
4817-10-03,-1000,Electricity bill
4817-11-07,2500,Client payment
4817-11-01,5000,Salary payment
4817-12-02,-3000,Rent payment
4818-01-05,-200,Grocery shopping
4818-03-03,-1000,Electricity bill
4818-04-07,2500,Client payment
4818-04-01,5000,Salary payment
4818-05-02,-3000,Rent payment
4818-06-05,-200,Grocery shopping
4818-08-03,-1000,Electricity bill
4818-09-07,2500,Client payment
4818-09-01,5000,Salary payment
4818-10-02,-3000,Rent payment
4818-11-05,-200,Grocery shopping
4819-01-03,-1000,Electricity bill
4819-02-07,2500,Client payment
4819-02-01,5000,Salary payment
4819-03-02,-3000,Rent payment
4819-04-05,-200,Grocery shopping
4819-06-03,-1000,Electricity bill
4819-07-07,2500,Client payment
4819-07-01,5000,Salary payment
4819-08-02,-3000,Rent payment
4819-09-05,-200,Grocery shopping
4819-11-03,-1000,Electricity bill
4819-12-07,2500,Client payment
4819-12-01,5000,Salary payment
4820-01-02,-3000,Rent payment
4820-02-05,-200,Grocery shopping
4820-04-03,-1000,Electricity bill
4820-05-07,2500,Client payment
4820-05-01,5000,Salary payment
4820-06-02,-3000,Rent payment
4820-07-05,-200,Grocery shopping
4820-09-03,-1000,Electricity bill
4820-10-07,2500,Client payment
4820-10-01,5000,Salary payment
4820-11-02,-3000,Rent payment
4820-12-05,-200,Grocery shopping
4821-02-03,-1000,Electricity bill
4821-03-07,2500,Client payment
4821-03-01,5000,Salary payment
4821-04-02,-3000,Rent payment
4821-05-05,-200,Grocery shopping
4821-07-03,-1000,Electricity bill
4821-08-07,2500,Client payment
4821-08-01,5000,Salary payment
4821-09-02,-3000,Rent payment
4821-10-05,-200,Grocery shopping
4821-12-03,-1000,Electricity bill
4822-01-07,2500,Client payment
4822-01-01,5000,Salary payment
4822-02-02,-3000,Rent payment
4822-03-05,-200,Grocery shopping
4822-05-03,-1000,Electricity bill
4822-06-07,2500,Client payment
4822-06-01,5000,Salary payment
4822-07-02,-3000,Rent payment
4822-08-05,-200,Grocery shopping
4822-10-03,-1000,Electricity bill
4822-11-07,2500,Client payment
4822-11-01,5000,Salary payment
4822-12-02,-3000,Rent payment
4823-01-05,-200,Grocery shopping
4823-03-03,-1000,Electricity bill
4823-04-07,2500,Client payment
4823-04-01,5000,Salary payment
4823-05-02,-3000,Rent payment
4823-06-05,-200,Grocery shopping
4823-08-03,-1000,Electricity bill
4823-09-07,2500,Client payment
4823-09-01,5000,Salary payment
4823-10-02,-3000,Rent payment
4823-11-05,-200,Grocery shopping
4824-01-03,-1000,Electricity bill
4824-02-07,2500,Client payment
4824-02-01,5000,Salary payment
4824-03-02,-3000,Rent payment
4824-04-05,-200,Grocery shopping
4824-06-03,-1000,Electricity bill
4824-07-07,2500,Client payment
4824-07-01,5000,Salary payment
4824-08-02,-3000,Rent payment
4824-09-05,-200,Grocery shopping
4824-11-03,-1000,Electricity bill
4824-12-07,2500,Client payment
4824-12-01,5000,Salary payment
4825-01-02,-3000,Rent payment
4825-02-05,-200,Grocery shopping
4825-04-03,-1000,Electricity bill
4825-05-07,2500,Client payment
4825-05-01,5000,Salary payment
4825-06-02,-3000,Rent payment
4825-07-05,-200,Grocery shopping
4825-09-03,-1000,Electricity bill
4825-10-07,2500,Client payment
4825-10-01,5000,Salary payment
4825-11-02,-3000,Rent payment
4825-12-05,-200,Grocery shopping
4826-02-03,-1000,Electricity bill
4826-03-07,2500,Client payment
4826-03-01,5000,Salary payment
4826-04-02,-3000,Rent payment
4826-05-05,-200,Grocery shopping
4826-07-03,-1000,Electricity bill
4826-08-07,2500,Client payment
4826-08-01,5000,Salary payment
4826-09-02,-3000,Rent payment
4826-10-05,-200,Grocery shopping
4826-12-03,-1000,Electricity bill
4827-01-07,2500,Client payment
4827-01-01,5000,Salary payment
4827-02-02,-3000,Rent payment
4827-03-05,-200,Grocery shopping
4827-05-03,-1000,Electricity bill
4827-06-07,2500,Client payment
4827-06-01,5000,Salary payment
4827-07-02,-3000,Rent payment
4827-08-05,-200,Grocery shopping
4827-10-03,-1000,Electricity bill
4827-11-07,2500,Client payment
4827-11-01,5000,Salary payment
4827-12-02,-3000,Rent payment
4828-01-05,-200,Grocery shopping
4828-03-03,-1000,Electricity bill
4828-04-07,2500,Client payment
4828-04-01,5000,Salary payment
4828-05-02,-3000,Rent payment
4828-06-05,-200,Grocery shopping
4828-08-03,-1000,Electricity bill
4828-09-07,2500,Client payment
4828-09-01,5000,Salary payment
4828-10-02,-3000,Rent payment
4828-11-05,-200,Grocery shopping
4829-01-03,-1000,Electricity bill
4829-02-07,2500,Client payment
4829-02-01,5000,Salary payment
4829-03-02,-3000,Rent payment
4829-04-05,-200,Grocery shopping
4829-06-03,-1000,Electricity bill
4829-07-07,2500,Client payment
4829-07-01,5000,Salary payment
4829-08-02,-3000,Rent payment
4829-09-05,-200,Grocery shopping
4829-11-03,-1000,Electricity bill
4829-12-07,2500,Client payment
4829-12-01,5000,Salary payment
4830-01-02,-3000,Rent payment
4830-02-05,-200,Grocery shopping
4830-04-03,-1000,Electricity bill
4830-05-07,2500,Client payment
4830-05-01,5000,Salary payment
4830-06-02,-3000,Rent payment
4830-07-05,-200,Grocery shopping
4830-09-03,-1000,Electricity bill
4830-10-07,2500,Client payment
4830-10-01,5000,Salary payment
4830-11-02,-3000,Rent payment
4830-12-05,-200,Grocery shopping
4831-02-03,-1000,Electricity bill
4831-03-07,2500,Client payment
4831-03-01,5000,Salary payment
4831-04-02,-3000,Rent payment
4831-05-05,-200,Grocery shopping
4831-07-03,-1000,Electricity bill
4831-08-07,2500,Client payment
4831-08-01,5000,Salary payment
4831-09-02,-3000,Rent payment
4831-10-05,-200,Grocery shopping
4831-12-03,-1000,Electricity bill
4832-01-07,2500,Client payment
4832-01-01,5000,Salary payment
4832-02-02,-3000,Rent payment
4832-03-05,-200,Grocery shopping
4832-05-03,-1000,Electricity bill
4832-06-07,2500,Client payment
4832-06-01,5000,Salary payment
4832-07-02,-3000,Rent payment
4832-08-05,-200,Grocery shopping
4832-10-03,-1000,Electricity bill
4832-11-07,2500,Client payment
4832-11-01,5000,Salary payment
4832-12-02,-3000,Rent payment
4833-01-05,-200,Grocery shopping
4833-03-03,-1000,Electricity bill
4833-04-07,2500,Client payment
4833-04-01,5000,Salary payment
4833-05-02,-3000,Rent payment
4833-06-05,-200,Grocery shopping
4833-08-03,-1000,Electricity bill
4833-09-07,2500,Client payment
4833-09-01,5000,Salary payment
4833-10-02,-3000,Rent payment
4833-11-05,-200,Grocery shopping
4834-01-03,-1000,Electricity bill
4834-02-07,2500,Client payment
4834-02-01,5000,Salary payment
4834-03-02,-3000,Rent payment
4834-04-05,-200,Grocery shopping
4834-06-03,-1000,Electricity bill
4834-07-07,2500,Client payment
4834-07-01,5000,Salary payment
4834-08-02,-3000,Rent payment
4834-09-05,-200,Grocery shopping
4834-11-03,-1000,Electricity bill
4834-12-07,2500,Client payment
4834-12-01,5000,Salary payment
4835-01-02,-3000,Rent payment
4835-02-05,-200,Grocery shopping
4835-04-03,-1000,Electricity bill
4835-05-07,2500,Client payment
4835-05-01,5000,Salary payment
4835-06-02,-3000,Rent payment
4835-07-05,-200,Grocery shopping
4835-09-03,-1000,Electricity bill
4835-10-07,2500,Client payment
4835-10-01,5000,Salary payment
4835-11-02,-3000,Rent payment
4835-12-05,-200,Grocery shopping
4836-02-03,-1000,Electricity bill
4836-03-07,2500,Client payment
4836-03-01,5000,Salary payment
4836-04-02,-3000,Rent payment
4836-05-05,-200,Grocery shopping
4836-07-03,-1000,Electricity bill
4836-08-07,2500,Client payment
4836-08-01,5000,Salary payment
4836-09-02,-3000,Rent payment
4836-10-05,-200,Grocery shopping
4836-12-03,-1000,Electricity bill
4837-01-07,2500,Client payment
4837-01-01,5000,Salary payment
4837-02-02,-3000,Rent payment
4837-03-05,-200,Grocery shopping
4837-05-03,-1000,Electricity bill
4837-06-07,2500,Client payment
4837-06-01,5000,Salary payment
4837-07-02,-3000,Rent payment
4837-08-05,-200,Grocery shopping
4837-10-03,-1000,Electricity bill
4837-11-07,2500,Client payment
4837-11-01,5000,Salary payment
4837-12-02,-3000,Rent payment
4838-01-05,-200,Grocery shopping
4838-03-03,-1000,Electricity bill
4838-04-07,2500,Client payment
4838-04-01,5000,Salary payment
4838-05-02,-3000,Rent payment
4838-06-05,-200,Grocery shopping
4838-08-03,-1000,Electricity bill
4838-09-07,2500,Client payment
4838-09-01,5000,Salary payment
4838-10-02,-3000,Rent payment
4838-11-05,-200,Grocery shopping
4839-01-03,-1000,Electricity bill
4839-02-07,2500,Client payment
4839-02-01,5000,Salary payment
4839-03-02,-3000,Rent payment
4839-04-05,-200,Grocery shopping
4839-06-03,-1000,Electricity bill
4839-07-07,2500,Client payment
4839-07-01,5000,Salary payment
4839-08-02,-3000,Rent payment
4839-09-05,-200,Grocery shopping
4839-11-03,-1000,Electricity bill
4839-12-07,2500,Client payment
4839-12-01,5000,Salary payment
4840-01-02,-3000,Rent payment
4840-02-05,-200,Grocery shopping
4840-04-03,-1000,Electricity bill
4840-05-07,2500,Client payment
4840-05-01,5000,Salary payment
4840-06-02,-3000,Rent payment
4840-07-05,-200,Grocery shopping
4840-09-03,-1000,Electricity bill
4840-10-07,2500,Client payment
4840-10-01,5000,Salary payment
4840-11-02,-3000,Rent payment
4840-12-05,-200,Grocery shopping
4841-02-03,-1000,Electricity bill
4841-03-07,2500,Client payment
4841-03-01,5000,Salary payment
4841-04-02,-3000,Rent payment
4841-05-05,-200,Grocery shopping
4841-07-03,-1000,Electricity bill
4841-08-07,2500,Client payment
4841-08-01,5000,Salary payment
4841-09-02,-3000,Rent payment
4841-10-05,-200,Grocery shopping
4841-12-03,-1000,Electricity bill
4842-01-07,2500,Client payment
4842-01-01,5000,Salary payment
4842-02-02,-3000,Rent payment
4842-03-05,-200,Grocery shopping
4842-05-03,-1000,Electricity bill
4842-06-07,2500,Client payment
4842-06-01,5000,Salary payment
4842-07-02,-3000,Rent payment
4842-08-05,-200,Grocery shopping
4842-10-03,-1000,Electricity bill
4842-11-07,2500,Client payment
4842-11-01,5000,Salary payment
4842-12-02,-3000,Rent payment
4843-01-05,-200,Grocery shopping
4843-03-03,-1000,Electricity bill
4843-04-07,2500,Client payment
4843-04-01,5000,Salary payment
4843-05-02,-3000,Rent payment
4843-06-05,-200,Grocery shopping
4843-08-03,-1000,Electricity bill
4843-09-07,2500,Client payment
4843-09-01,5000,Salary payment
4843-10-02,-3000,Rent payment
4843-11-05,-200,Grocery shopping
4844-01-03,-1000,Electricity bill
4844-02-07,2500,Client payment
4844-02-01,5000,Salary payment
4844-03-02,-3000,Rent payment
4844-04-05,-200,Grocery shopping
4844-06-03,-1000,Electricity bill
4844-07-07,2500,Client payment
4844-07-01,5000,Salary payment
4844-08-02,-3000,Rent payment
4844-09-05,-200,Grocery shopping
4844-11-03,-1000,Electricity bill
4844-12-07,2500,Client payment
4844-12-01,5000,Salary payment
4845-01-02,-3000,Rent payment
4845-02-05,-200,Grocery shopping
4845-04-03,-1000,Electricity bill
4845-05-07,2500,Client payment
4845-05-01,5000,Salary payment
4845-06-02,-3000,Rent payment
4845-07-05,-200,Grocery shopping
4845-09-03,-1000,Electricity bill
4845-10-07,2500,Client payment
4845-10-01,5000,Salary payment
4845-11-02,-3000,Rent payment
4845-12-05,-200,Grocery shopping
4846-02-03,-1000,Electricity bill
4846-03-07,2500,Client payment
4846-03-01,5000,Salary payment
4846-04-02,-3000,Rent payment
4846-05-05,-200,Grocery shopping
4846-07-03,-1000,Electricity bill
4846-08-07,2500,Client payment
4846-08-01,5000,Salary payment
4846-09-02,-3000,Rent payment
4846-10-05,-200,Grocery shopping
4846-12-03,-1000,Electricity bill
4847-01-07,2500,Client payment
4847-01-01,5000,Salary payment
4847-02-02,-3000,Rent payment
4847-03-05,-200,Grocery shopping
4847-05-03,-1000,Electricity bill
4847-06-07,2500,Client payment
4847-06-01,5000,Salary payment
4847-07-02,-3000,Rent payment
4847-08-05,-200,Grocery shopping
4847-10-03,-1000,Electricity bill
4847-11-07,2500,Client payment
4847-11-01,5000,Salary payment
4847-12-02,-3000,Rent payment
4848-01-05,-200,Grocery shopping
4848-03-03,-1000,Electricity bill
4848-04-07,2500,Client payment
4848-04-01,5000,Salary payment
4848-05-02,-3000,Rent payment
4848-06-05,-200,Grocery shopping
4848-08-03,-1000,Electricity bill
4848-09-07,2500,Client payment
4848-09-01,5000,Salary payment
4848-10-02,-3000,Rent payment
4848-11-05,-200,Grocery shopping
4849-01-03,-1000,Electricity bill
4849-02-07,2500,Client payment
4849-02-01,5000,Salary payment
4849-03-02,-3000,Rent payment
4849-04-05,-200,Grocery shopping
4849-06-03,-1000,Electricity bill
4849-07-07,2500,Client payment
4849-07-01,5000,Salary payment
4849-08-02,-3000,Rent payment
4849-09-05,-200,Grocery shopping
4849-11-03,-1000,Electricity bill
4849-12-07,2500,Client payment
4849-12-01,5000,Salary payment
4850-01-02,-3000,Rent payment
4850-02-05,-200,Grocery shopping
4850-04-03,-1000,Electricity bill
4850-05-07,2500,Client payment
4850-05-01,5000,Salary payment
4850-06-02,-3000,Rent payment
4850-07-05,-200,Grocery shopping
4850-09-03,-1000,Electricity bill
4850-10-07,2500,Client payment
4850-10-01,5000,Salary payment
4850-11-02,-3000,Rent payment
4850-12-05,-200,Grocery shopping
4851-02-03,-1000,Electricity bill
4851-03-07,2500,Client payment
4851-03-01,5000,Salary payment
4851-04-02,-3000,Rent payment
4851-05-05,-200,Grocery shopping
4851-07-03,-1000,Electricity bill
4851-08-07,2500,Client payment
4851-08-01,5000,Salary payment
4851-09-02,-3000,Rent payment
4851-10-05,-200,Grocery shopping
4851-12-03,-1000,Electricity bill
4852-01-07,2500,Client payment
4852-01-01,5000,Salary payment
4852-02-02,-3000,Rent payment
4852-03-05,-200,Grocery shopping
4852-05-03,-1000,Electricity bill
4852-06-07,2500,Client payment
4852-06-01,5000,Salary payment
4852-07-02,-3000,Rent payment
4852-08-05,-200,Grocery shopping
4852-10-03,-1000,Electricity bill
4852-11-07,2500,Client payment
4852-11-01,5000,Salary payment
4852-12-02,-3000,Rent payment
4853-01-05,-200,Grocery shopping
4853-03-03,-1000,Electricity bill
4853-04-07,2500,Client payment
4853-04-01,5000,Salary payment
4853-05-02,-3000,Rent payment
4853-06-05,-200,Grocery shopping
4853-08-03,-1000,Electricity bill
4853-09-07,2500,Client payment
4853-09-01,5000,Salary payment
4853-10-02,-3000,Rent payment
4853-11-05,-200,Grocery shopping
4854-01-03,-1000,Electricity bill
4854-02-07,2500,Client payment
4854-02-01,5000,Salary payment
4854-03-02,-3000,Rent payment
4854-04-05,-200,Grocery shopping
4854-06-03,-1000,Electricity bill
4854-07-07,2500,Client payment
4854-07-01,5000,Salary payment
4854-08-02,-3000,Rent payment
4854-09-05,-200,Grocery shopping
4854-11-03,-1000,Electricity bill
4854-12-07,2500,Client payment
4854-12-01,5000,Salary payment
4855-01-02,-3000,Rent payment
4855-02-05,-200,Grocery shopping
4855-04-03,-1000,Electricity bill
4855-05-07,2500,Client payment
4855-05-01,5000,Salary payment
4855-06-02,-3000,Rent payment
4855-07-05,-200,Grocery shopping
4855-09-03,-1000,Electricity bill
4855-10-07,2500,Client payment
4855-10-01,5000,Salary payment
4855-11-02,-3000,Rent payment
4855-12-05,-200,Grocery shopping
4856-02-03,-1000,Electricity bill
4856-03-07,2500,Client payment
4856-03-01,5000,Salary payment
4856-04-02,-3000,Rent payment
4856-05-05,-200,Grocery shopping
4856-07-03,-1000,Electricity bill
4856-08-07,2500,Client payment
4856-08-01,5000,Salary payment
4856-09-02,-3000,Rent payment
4856-10-05,-200,Grocery shopping
4856-12-03,-1000,Electricity bill
4857-01-07,2500,Client payment
4857-01-01,5000,Salary payment
4857-02-02,-3000,Rent payment
4857-03-05,-200,Grocery shopping
4857-05-03,-1000,Electricity bill
4857-06-07,2500,Client payment
4857-06-01,5000,Salary payment
4857-07-02,-3000,Rent payment
4857-08-05,-200,Grocery shopping
4857-10-03,-1000,Electricity bill
4857-11-07,2500,Client payment
4857-11-01,5000,Salary payment
4857-12-02,-3000,Rent payment
4858-01-05,-200,Grocery shopping
4858-03-03,-1000,Electricity bill
4858-04-07,2500,Client payment
4858-04-01,5000,Salary payment
